rec_id,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,phone_number,soc_sec_id,day,month,year,match_id
6006,tiarna,,25,hutchison crescent,eliza purton home,witta,3124,wa,04 18752007,6441120,03,06,1997,6006
6007,brooke,webber,46,chipperfield circuit,p m cottage,mathoura,2031,nsw,04 08069179,9385205,31,01,1900,6007
6008,liam,mccabe,30,avalon court,argyle garden vlge,wahroonga,4225,wa,03 87697061,3156329,,,,6008
6009,claudia,parry,35,betts place,the brown cottage,avondale heights,2577,wa,08 43578418,2312085,12,01,1934,6009
6010,edward,slatter,30,wilkinson street,tipperary,merlynston,4650,nsw,03 18678912,9109367,27,06,1906,6010
6011,jackson,stanton,251,heagney crescent,,williamstown,4872,nsw,08 73287386,8493345,11,06,1971,6011
6012,lachlan,muldoon,1,fernyhough crescent,lohort,success,3496,nsw,08 45623326,4416652,26,10,1914,6012
6013,simone,haines,14,,robertson barracks,somerville,6076,vic,04 37770166,6884475,16,02,1938,6013
6014,danny,bell,67,macedon crescent,fairvale,newtown,3133,qld,07 03246633,6612010,,,,6014
6015,hannah,milka,27,chippindall circuit,streanshalh,alberton,2199,vic,04 71620226,2173850,16,10,1979,6015
6016,ruben,clark,6,fred johns crescent,,collaroy,4403,nsw,07 53453337,4491963,16,01,1977,6016
6017,thomas,hutchinson,16,nambucca street,,blackett,2114,nsw,04 49511165,2880184,20,01,1990,6017
6018,logan,thomas,39,madigan street,,kingsley,2024,vic,08 69703566,7544545,02,03,1907,6018
6019,tahlia,kenny,8,knox street,,mundoora,4614,qld,02 66573008,7553388,19,06,1947,6019
6020,jake,woolston,5,buxton street,,chittaway point,4350,,07 62280451,3122182,12,09,1998,6020
6021,jessica,gordon,0,melba street,pine ridge,toorak,2121,vic,02 62565925,1695844,,,,6021
6022,olivia,van den heuvel,27,forsythe street,,croydon hills,3218,sa,07 74871561,6231966,12,07,1904,6022
6023,harrison,,8,,glenford,booval north,4019,nsw,02 38288260,7317240,06,09,1976,6023
6024,bridget,cullen,5,dooland court,,york,4558,nsw,04 96706256,1167996,30,03,1958,6024
6025,brooklyn,barritt-eyles,19,anderson street,,the channon,2441,nsw,02 16407615,8706157,26,11,1945,6025
6026,chelsea,carswell,97,rohan street,,nuriootpa,2680,,04 52396293,8739070,23,11,1972,6026
6027,taylor,eades,9,allyn close,ettrick,stepney,6073,nsw,04 33604001,2814097,26,12,1940,6027
6028,madison,nguyen,151,pocket avenue,,hope island,6063,vic,04 14677409,7073965,30,12,1977,6028
6029,nathan,bondarenko,0,frew close,cottage clarke,marsfield,4178,vic,08 62644009,3163710,,,,6029
6030,hayden,elliott,15,,,heidelberg west,2620,qld,08 75020228,1998892,18,01,1986,6030
6031,elle,nelson,4,nanima road,greenhills hostel,warners bay,4214,nsw,04 91425483,6642044,04,01,1969,6031
6032,jacob,koutsouliotas,1275,philp place,,miranda,4551,qld,07 23448371,2965749,13,04,1925,6032
6033,joshua,titchener,20,oxley street,,wilston,6011,nsw,,8750725,20,11,1980,6033
6034,zane,boyce,59,,coolamon villa,seacombe gardens,4217,vic,03 99319609,6913363,15,02,1974,6034
6035,ayden,batten,1,postle circuit,,roma,3012,nsw,04 63344016,9761972,31,03,1940,6035
6036,kai,,14,brindabella valley road,,singleton,4053,nsw,03 47226728,2030200,12,02,1967,6036
6037,jayden,sheedy,0,jersey street,,hamersley,4572,vic,08 46828341,7912205,18,08,1982,6037
6038,eliza,rockliff,15,biraban place,,boonah,2119,,08 21278311,2368650,15,12,1917,6038
6039,emiily,witt,1,symers street,,north rockhampton,6166,nsw,02 70276316,4285264,15,01,1985,6039
6040,chloe,styles,1,mcmaster street,glen oak,modbury heights,2088,vic,08 44870179,6825028,,,,6040
6041,bailey,schiller,73,coobina place,miami villa two,collingwood,4505,nsw,08 91765010,6997784,23,03,1914,6041
6042,amy,thomson,16,blacket street,,glen iris,5010,nsw,07 44286399,4673697,15,11,1976,6042
6043,timothy,liu,22,kennerley street,burranuk,middle cove,4810,,08 46182695,6854063,25,07,1939,6043
6044,noah,linnett,31,bateman street,,eastwood,2800,vic,07 22958574,5591076,,,,6044
6045,chloe,grope,16,barrington crescent,,oyster bay,2486,vic,08 56293790,7924622,15,01,1992,6045
6046,ava,schneider,11,,,rochedale south,2232,vic,07 51706077,7765110,16,12,1906,6046
6047,alex,shepard,124,perrin circuit,oasis caravan park,stanhope,3204,nsw,,3403677,07,08,1984,6047
6048,deakin,custodio,55,scattergood place,,alexandra headland,6108,nsw,07 09579236,3603769,14,06,1912,6048
6049,vincent,teh,18,schonell circuit,yarramin park,aspley,3021,qld,08 09178233,4842104,,,,6049
6050,gemma,robinson,15,sheehy street,,burnie south,2131,qld,03 33406459,1681007,04,06,1998,6050
6051,tess,visconti,5,blamey crescent,,boort,2705,sa,08 93642607,8670792,01,03,1951,6051
6052,rhiannon,bell,209,watkins street,,wanneroo,5032,wa,02 77081321,8435786,01,01,1931,6052
6053,lewis,howard,96,grampians street,,elermore vale,4179,wa,02 52646543,9048151,29,04,1940,6053
6054,jackson,buller,11,tanjil loop,,mongarlowe,3171,qld,07 02290717,1516204,22,08,1928,6054
6055,,gleeson,43,gilmore crescent,,west leederville,2151,vic,02 40178362,7400585,03,12,1921,6055
6056,harriet,ashley,181,wolstenholme street,flt 4,moree,3215,wa,03 41241117,9353563,23,10,1941,6056
6057,tai,pellandine,141,prout place,,heathmont,3002,nsw,03 37587315,3055720,13,07,1992,6057
6058,harry,charlton,40,,angelboro,wangaratta,2844,nsw,,8269798,28,03,1904,6058
6059,joshua,hunting,44,goodwin street,,findon,2582,nsw,08 76550423,1358507,12,11,1917,6059
6060,amber,crocker,23,noble place,,tea gardens,2066,wa,08 56279013,5827585,03,04,1903,6060
6061,zane,stanley,32,allen place,st francis vlge,everard,6225,wa,08 48053489,3422859,06,11,1959,6061
6062,alissa,butterworth,77,appel crescent,,bulli,4012,nsw,03 24415843,5993221,30,10,1924,6062
6063,george,di giusto,38,chandler street,,,3136,,07 39079642,6382841,12,09,1967,6063
6064,gabrielle,pusta,56,pickworth street,,bentleigh east,3115,vic,03 47054837,2536607,16,05,1901,6064
6065,brodee,goss,30,gula place,singleton heights,corinda,2566,vic,03 93718172,2820588,,,,6065
6066,liam,quintanillia,27,,the manse,gymea,4178,nsw,07 50629769,9461629,28,03,1975,6066
6067,laetitia,healy,5,john cleland crescent,,mudgee,2587,qld,03 36928116,3139760,20,06,1989,6067
6068,blake,smith,73,,glenholm,mortlake,3550,vic,04 29307200,9081094,09,12,1917,6068
6069,michael,standen,34,wilson crescent,,aspendale,6155,vic,04 44704253,4942867,24,07,1977,6069
6070,riley,caravaggio,7,tauss place,,kambah,3170,tas,04 91784013,2091408,01,05,1945,6070
6071,benjamin,moran,35,morrison street,,eltham,3500,qld,07 87162233,4366661,26,04,1971,6071
6072,kaitlin,hodges,9,honyong crescent,lamont,osborne park,4507,act,04 78705138,5319212,16,10,1995,6072
6073,ryan,berden,11,fellows street,locn 103511,valentine,3231,nsw,08 74261041,9828862,01,02,1982,6073
6074,michaela,fergusson,1,livingston avenue,,granville,6155,vic,04 54007688,2414787,22,03,1976,6074
6075,ava,fischer,18,chubb street,brogdan,sunnybank hills,3181,vic,07 55999137,9873327,17,04,1977,6075
6076,brooke,betemarim,11,irvine street,,mcleans ridges,2131,nsw,03 29189873,2312517,08,04,1997,6076
6077,sophie,petty,25,taggerty street,brooklyn,sunnybank hills,3166,vic,04 22886215,5130916,27,11,1927,6077
6078,zarlia,winter,17,roebuck street,woodridge north,victor harbor,6027,,07 12102878,2779969,13,06,1940,6078
6079,tara,green,110,gang gang court,,hallett cove,4558,nsw,02 26427284,2916921,02,10,1914,6079
6080,jayden,muir,2279,chowne street,,sutherland,5725,vic,08 74673815,4172997,08,09,1980,6080
6081,jade,gilmour,44,clara close,melaleuca caravn park,point clare,4118,vic,08 09487198,7726588,22,12,1948,6081
6082,lily,mohammadi,90,padbury street,,whalan,3081,nsw,03 06092932,4818632,16,03,1958,6082
6083,declen,nguyen,7,groom place,frost mews,kendall,4121,qld,08 44908123,2401353,31,12,1980,6083
6084,ryan,carmichael,24,gouger street,yoothamurra,burwood,4066,vic,08 47328654,4005395,,,,6084
6085,jack,garven,4,jervois street,flea,toodyay,3300,sa,07 82291930,9058388,27,11,1945,6085
6086,connor,nicolaidis,7,corringle close,,lesmurdie,4305,vic,08 01536826,4263915,22,04,1926,6086
6087,lauren,hart,7,wilkins street,junction cove,manning,2043,nsw,07 12959218,2487752,13,12,1993,6087
6088,thomas,beckitt,11,burdekin street,carwarp,manly,4105,nsw,03 57895661,2744629,23,10,1984,6088
6089,peyton,farlow,90,newdegate street,,meadow springs,6019,wa,07 70860160,8419180,14,01,1924,6089
6090,lachlan,corbett,94,coverdale street,,young,5112,vic,07 13166750,8143078,,,,6090
6091,alexander,white,30,namadgi circuit,,kingaroy,7249,wa,07 83299687,1302327,21,06,1964,6091
6092,caitlin,schoppe,0,nungara street,,balmain,2529,qld,07 02204737,5768959,25,02,1992,6092
6093,nicholas,larroque,7,mackerras crescent,old belmont,helensburgh,830,qld,07 57701497,3118694,30,08,1980,6093
6094,taliah,pringle,270,farrer street,,redbank plains,2284,qld,07 25706076,5928572,16,01,1933,6094
6095,reegan,deegan,22,buller crescent,,north rockhampton,2036,,07 07771355,9777864,20,11,1901,6095
6096,chloe,barrett,21,williamson street,,birchgrove,2173,qld,03 07126113,6898989,07,05,1996,6096
6097,dean,hamilton,41,bamir square,hse 9,wiley park,5052,qld,03 26165320,7913382,03,04,1969,6097
6098,nicholas,bennett,44,rankin street,whitehaven,allendale east,3356,nsw,04 57981918,3288463,29,04,1932,6098
6099,elly,herrmann,11,marika street,kelso park,kingsley,2028,qld,02 28496721,3905057,21,06,1900,6099
6100,charlotte,knobel,22,keene place,bedingfeld lodge,burwood east,2480,qld,07 84668454,2814610,05,12,1904,6100
6101,luke,callow,87,fullerton crescent,,boggabri,4812,nsw,07 92429152,4057876,10,06,1983,6101
6102,joshua,harper,1,muskett place,sec 1 road,coolbinia,4680,nsw,02 21626950,4965874,06,09,1933,6102
6103,cooper,denniston,34,dalrymple street,,newport,2076,nsw,08 04106880,4105277,29,07,1938,6103
6104,lauren,goss,10,macalister crescent,,white rock,2034,qld,,5045704,12,01,1982,6104
6105,isabella,pickett,112,,,preston,2774,nsw,07 15289622,6709506,21,06,1992,6105
6106,aiden,kennedy,3,blandon place,,boolarra,2747,qld,08 13537591,2873202,02,05,1918,6106
6107,madison,tate,27,hurtle avenue,,brighton,4820,nsw,07 19108890,1964642,19,12,1947,6107
6108,olivia,lau,14,kangaroo court,gummy gully,deception bay,4715,vic,08 66511457,3391426,02,12,1983,6108
6109,tristan,jacobs,503,duncan street,,mittagong,5453,,08 49554284,9925471,11,06,1927,6109
6110,bianca,basic,31,ligertwood street,,margate,2031,vic,04 83926899,5862557,22,06,1945,6110
6111,matteus,maier,15,mainwaring rich circuit,,mount gambier,3844,qld,03 58910619,1681244,,,,6111
6112,adam,deacon,7,johnson place,,bungendore,2650,nsw,07 96087058,9939469,09,11,1930,6112
6113,laura,bishop,791,millhouse crescent,,mount gambier,4170,vic,07 89785786,6323162,20,07,1948,6113
6114,jordan,watson,6,shellshear place,villa 4,ulmarra,4417,nsw,03 48570176,9363397,30,11,1910,6114
6115,zebediah,buller,283,bertram street,deuverney,findon,2137,sa,08 40213875,1717722,17,06,1917,6115
6116,ebony,boucher,26,cowper street,,box hill north,5108,,02 14816302,6728792,,,,6116
6117,adrian,baehnisch,304,northbourne avenue,,clayton,2259,sa,08 12286920,9530545,21,01,1953,6117
6118,petreece,nguyen,154,kinkead street,,bellbird park,2870,vic,03 89673567,7698512,15,10,1920,6118
6119,daniel,burns,78,warrai place,,gol gol,2217,vic,02 37100727,7447310,04,02,1924,6119
6120,teileah,hartley,47,stopford crescent,,dee why,2070,nsw,08 07982689,8218801,09,07,1975,6120
6121,lachlan,noll,15,goudie place,,brunswick,2022,nt,08 32065863,6411337,23,02,1981,6121
6122,madeleine,de la motte,78,gallagher street,pioneer lodge,jurien,7306,nsw,08 92042922,8835283,11,01,1951,6122
6123,caitlin,capon,111,angliss place,,robinvale,6104,qld,04 28374181,5365617,12,12,1987,6123
6124,tyler,kain,74,dorrit black crescent,callemondah,casuarina,4212,nsw,03 88678355,8569351,06,05,1956,6124
6125,christian,edwards,3,ellenborough street,,sylvania,2147,vic,07 72629910,2343011,10,12,1913,6125
6126,bethany,braggs,10,stawell street,,pennant hills,6020,nsw,04 58297244,7564049,05,12,1900,6126
6127,,mccormack,1,bursaria street,homelea,orange,3219,vic,08 17394817,3744075,07,01,1929,6127
6128,tara,o'brien,10,buckley circuit,yangalla,redhead,3197,qld,07 93104943,8688090,26,03,1967,6128
6129,,hunt,32,phillipson crescent,,burwood east,3825,vic,08 49534081,9659426,12,08,1983,6129
6130,bethany,woods,4,lander crescent,the cottage,mullaloo,4558,sa,07 50990360,2952799,25,07,1957,6130
6131,lily,ingles,16,powell street,,anna bay,2154,qld,04 35970611,6182454,31,07,1963,6131
6132,nicholas,andrews,12,barr-smith avenue,unt 2,reservoir,0,nsw,02 44505025,7325290,14,11,1902,6132
6133,alyssa,marshall,106,sinclair street,,junee,7322,qld,02 25866984,9568708,,,,6133
6134,harrison,walkington,45,marcus clarke street,mater dei retirement village,rowville,2870,nsw,02 35713314,3852579,16,04,1902,6134
6135,riley,o'leary,6,hawkesworth place,,kew east,3444,qld,03 50336390,9170675,01,07,1940,6135
6136,matthew,wilkinson,16,mudge place,,east brisbane,2156,,07 86070511,8968496,,,,6136
6137,,finlayson,54,wargi place,sect 106,merredin,6163,nsw,04 65654437,8786532,12,03,1919,6137
6138,william,condon,11,tunney crescent,regents landing,alstonville,4067,vic,02 25557527,6032852,27,02,1918,6138
6139,mia,bowles,10,skertchly place,camberley,wallan,4021,nsw,02 36024820,4440931,26,01,1948,6139
6140,april,jackson,43,darling street,,albury,2107,wa,07 28333620,4120704,18,09,1970,6140
6141,nell,cummins,73,dalziel street,,brompton,2160,nsw,08 11918335,2449333,05,03,1962,6141
6142,hannah,bezemer,139,oliver street,cooara south,east fremantle,2117,act,04 65570081,1440780,,,,6142
6143,riley,peters,7,guginya crescent,,hillbank,3515,qld,08 95144101,5497245,23,12,1954,6143
6144,reuben,kennedy,70,city walk,braemar,woodville north,3121,vic,08 67311952,9507793,13,06,1908,6144
6145,lachlan,strudwick,6,kanangra place,kerwans bridge,alexander heights,3666,nsw,03 79423137,6520602,19,09,1966,6145
6146,matthew,pease,1,beltana road,,caves beach,4717,sa,08 73873088,1512694,03,03,1972,6146
6147,georgia,richards,293,freda bennett circuit,corralea oaks,bayswater,3085,vic,03 10751293,2656568,12,03,1914,6147
6148,jack,atkins,23,roebuck street,prestbury,buninyong,4163,tas,07 17980534,3035877,25,12,1938,6148
6149,danielle,elbatsh,81,augustus close,,bayswater,3012,,03 20215919,6420115,03,10,1912,6149
6150,tiarna,broers,120,miller street,,boronia,5161,vic,08 07520163,4989725,24,02,1941,6150
6151,corie,smith,89,hawkesbury crescent,,colonel light gardens,3130,sa,04 60322870,9022942,23,06,1956,6151
6152,kynan,walker,4,hopegood place,,maroubra,4744,vic,07 97306210,3341414,24,02,1967,6152
6153,hayden,barolo,8,newbery crescent,,lavington,2207,qld,04 29069569,6729438,,,,6153
6154,alana,calver,60,blair street,medical centre,welshpool,2800,qld,07 93785799,7402331,28,08,1942,6154
6155,jack,maden,393,molvig street,hillview,newport,2088,sa,07 40158883,5855649,17,06,1902,6155
6156,kai,yates,8,cataract street,robina lakes medical centre,avenell heights,4220,nsw,02 17788839,2956435,27,11,1967,6156
6157,cassandra,kenway,1,monaro crescent,,birchgrove,3178,vic,08 42400635,9613208,16,08,1944,6157
6158,kelsea,mccabe,9,mudge place,,glenelg east,2065,qld,02 30862957,4302222,08,12,1960,6158
6159,thomas,kreuer,25,edols place,,whyalla jenkins,2153,nsw,03 99927308,3230851,19,03,1988,6159
6160,eliza,le,40,solly place,,frankston,2560,nsw,08 70252746,4099845,24,06,1935,6160
6161,april,tunks,262,howse street,,craigie,3186,nsw,07 20640607,2455314,11,04,1917,6161
6162,alex,dearling,120,wynter place,,maroochydore,4880,nsw,08 24323725,2984835,22,05,1967,6162
6163,wilson,sellars,5,fingleton crescent,,strathalbyn,2007,qld,03 55001157,9305852,26,11,1942,6163
6164,phoebe,duncan,32,langdon avenue,mclean vlge,goulburn,2518,vic,02 18608669,2289062,18,07,1918,6164
6165,wade,dakin,43,springvale drive,,greenwood,3074,nsw,04 40007091,5029509,13,04,1948,6165
6166,hannah,button,93,dartnell street,,runcorn,5074,vic,08 89660518,1232083,09,02,1996,6166
6167,jaime,schulz,76,mugga way,,manly west,3140,nsw,02 05290016,8859161,08,06,1952,6167
6168,ainsley,ryland,106,hutcheson street,,victor harbor,4610,qld,07 06180233,5542187,,,,6168
6169,liam,baxter,7,kennedy street,,silkstone,2615,sa,04 03417308,8443164,22,11,1944,6169
6170,jake,martin,4,mollee crescent,loc 5129,harris park,3223,qld,07 71153434,9324081,21,01,1980,6170
6171,jye,smith,29,wybalena grove,,narara,3225,wa,02 22382903,9498046,30,06,1996,6171
6172,corey,cathro,24,mackennal street,,charlestown,3825,nsw,08 66872973,2304773,08,09,1935,6172
6173,jemma,bailey,515,solly place,alan walker village,rowville,3130,,08 35584463,5082106,08,03,1959,6173
6174,jack,horton,46,canopus crescent,,shepparton,5159,qld,07 04538665,9027240,18,06,1952,6174
6175,bailey,sampson,17,,windy hill,auburn,5222,nsw,03 94752939,8896620,16,02,1996,6175
6176,arabella,gillard,42,henty street,yukana retirement village,glen waverley,3215,nsw,02 34163856,1998247,22,09,1904,6176
6177,mitchell,clarke,22,kriewaldt circuit,northgate garden,altona meadows,3910,wa,02 08149891,8174294,06,08,1970,6177
6178,karli,ayers,17,gingana street,,,3500,nsw,02 37030216,3102583,11,11,1969,6178
6179,kasey,duyst,40,mainwaring rich circuit,miagunyah,ballarat,2259,wa,04 43689678,1237298,24,08,1964,6179
6180,sarah,niesar,1,bettington circuit,,hawthorne,3931,qld,02 71273035,3593356,08,04,1940,6180
6181,harry,fidock,5,sheaffe street,parkside,kidman park,5082,nsw,02 62552493,2095510,,,,6181
6182,thomas,downie,348,sulman place,allowah,innisfail,2285,qld,03 96256304,3101212,15,01,1999,6182
6183,talia,svetlichny,10,altair place,freshfield,canterbury,2820,wa,02 14958920,5308726,26,06,1981,6183
6184,ellie,reynell,38,cockcroft avenue,,mount riverview,2039,nsw,03 91615553,9037191,07,05,1954,6184
6185,mia,brooks,30,barnett close,cambrai village,glen waverley,6148,,03 87933803,3344067,30,12,1974,6185
6186,stelio,gardiner,0,wirraway crescent,,fairfield,2319,,,8897428,25,04,1937,6186
6187,samuel,dunbar,1,burston place,banyanda,moama,2304,,04 16586154,8395215,19,07,1974,6187
6188,christina,harvey,75,marengo place,,croydon,6169,vic,08 82008273,8692508,02,03,1916,6188
6189,corie,gogel,39,leibnitz place,,weston,3186,sa,03 10699667,2511430,28,04,1984,6189
6190,james,yemm,9,tweed place,broomfield,dandenong,5061,nsw,07 47573623,2050409,25,02,1965,6190
6191,talena,hosking,15,hannan crescent,,balcatta,2108,qld,08 97238672,1388592,09,10,1940,6191
6192,christopher,smart,205,gooromon ponds road,kiora house,baulkham hills,2089,vic,08 59851177,6885031,17,07,1919,6192
6193,thomas,fullard,54,pocket avenue,,bushy park,4874,nt,03 85693002,4602056,14,10,1969,6193
6194,d'arcy,lye,178,maughan crescent,,karama,2469,qld,08 98638868,3283245,19,06,1907,6194
6195,april,singh,12,girdlestone circuit,wyoming,box hill south,7306,wa,07 01728180,2191319,14,04,1965,6195
6196,hamish,goodfellow,158,nimbin street,,greenfield park,4854,nsw,02 22396560,3621173,13,05,1943,6196
6197,timara,,118,calder crescent,rosebank village,mount waverley,2450,tas,07 68557633,5858738,06,10,1934,6197
6198,holly,wakefield,5,newman morris circuit,monier square,o'malley,3085,nsw,07 90901818,8517762,28,12,1919,6198
6199,,wynbergen,9,southern cross drive,aldan hill,kariong,2565,qld,08 13324085,7630838,23,11,1942,6199
6200,mitchell,ingram,12,longerenong street,dishley farm,penna,2154,nsw,03 93822398,7062605,24,06,1970,6200
6201,tiarna,wingard,64,oxley street,,sussex inlet,6720,vic,03 51563590,1283372,13,04,1977,6201
6202,abby,melhuish,1,allan street,,southport,3073,qld,07 97530529,9036580,29,07,1964,6202
6203,george,morton,1,,,carlingford,2120,qld,,9733582,19,06,1987,6203
6204,ryan,wilson,14,julia flynn avenue,edendale,yagoona,2538,nsw,03 96334865,4789633,28,10,1975,6204
6205,dillon,tuck,12,vansittart crescent,warroo stud farm,bondi,5037,vic,08 87035430,2037822,15,11,1974,6205
6206,sarah,houston,5,salsola street,,collaroy,3153,nsw,03 69261838,5256044,09,05,1973,6206
6207,alessia,wregg,25,hannah place,,finley,3860,qld,08 10995139,8924291,23,03,1923,6207
6208,isabelle,stone,2,ash place,,stirling,2154,qld,08 46034308,2329259,02,12,1935,6208
6209,kyle,caesar,6,westgarth street,cambrai village,kenthurst,3175,wa,03 73467765,9647378,19,03,1933,6209
6210,tristan,mccarthy,7,mt warning crescent,,south hedland,2774,tas,03 06527586,3927167,29,11,1952,6210
6211,corie,fielding,7,,cobaki broadwater village,ashby,4216,nsw,02 38715956,1941982,,,,6211
6212,emiily,mickleborough,20,sturt avenue,,gosford west,2137,vic,07 52644698,1420243,04,05,1903,6212
6213,alexander,raut,111,kurrama close,,mount evelyn,6061,nsw,03 27651264,9140374,20,10,1938,6213
6214,chelsea,havey,1,brassey street,cobaki broadwater village,kerang,2594,qld,03 23835400,4132396,23,02,1903,6214
6215,lauren,ahern,15,jefferis street,long nose creek,greenfields,6164,nsw,02 38945434,6876669,23,05,1906,6215
6216,tara,dalston,11,monaro crescent,parry homes,mackay,2016,nsw,04 26583432,3044555,29,10,1908,6216
6217,james,ryan,2940,nullagine street,,guildford,2261,vic,04 93176913,7195630,12,03,1908,6217
6218,zac,liddy,18,churchill way,,charlton,3013,vic,02 32914895,1080692,10,02,1956,6218
6219,heath,mcdonald,21,brebner street,,dandenong,6210,,02 50285176,9073144,30,12,1998,6219
6220,rory,markey,5,powell street,ashleigh park,brunswick east,2541,,08 90822609,3461163,06,10,1979,6220
6221,melinda,thomson,5,conyers street,,nowra east,2193,vic,04 69169599,1623463,07,03,1968,6221
6222,kaitlin,watson,100,denny street,eighth division,launceston south,5162,nsw,03 70586730,8144101,10,05,1999,6222
6223,jordan,dubovicki,14,aspinall street,,mascot,2285,wa,02 90483347,4242135,,,,6223
6224,magnus,zweck,10,kirinari street,kilkerrin lakes,singleton heights,6722,nsw,02 69285196,3072204,27,10,1907,6224
6225,jacob,kloeden,0,carne place,,umina,3437,nsw,03 40112435,4640767,23,09,1931,6225
6226,nicholas,bruton,246,sparkes close,,mosman,2093,vic,07 50009697,1372138,27,06,1947,6226
6227,holly,seymour,108,spofforth street,,port melbourne,2035,nsw,03 95328713,4727624,11,05,1989,6227
6228,chloe,cole,4,cockle street,,kambah,3913,wa,08 15801304,5201504,26,06,1962,6228
6229,sana,williamson,6,chipperfield circuit,,tatura,2582,qld,02 80813624,1098852,,,,6229
6230,wade,hallows,41,len waters street,,blue knob,3805,vic,07 85538014,3873904,27,06,1955,6230
6231,riley,williams,669,portus place,,gawler,3134,qld,02 54968512,5524917,17,08,1921,6231
6232,jack,petherbridge,133,,,narara,2000,vic,02 77063626,6609138,01,07,1996,6232
6233,isabella,newbery,89,smalley circuit,laurina,sydney,5034,nsw,04 60924374,1073042,26,02,1946,6233
6234,,parker,53,brill place,euroka,sylvania,2330,qld,03 01770256,6594737,10,07,1973,6234
6235,rebecca,butler,2,anstey street,,sheidow park,5114,sa,02 34906026,4920728,,,,6235
6236,nathan,nunan,1550,corinna street,cambrai village,boondall,2048,qld,02 80930479,2473365,15,08,1901,6236
6237,taylah,walker,19,,ningana retirement,strathpine,5061,nsw,02 44861761,2498687,06,02,1969,6237
6238,emiily,hill,88,macdonnell street,rockwood,haberfield,5039,vic,04 76396861,3808753,13,06,1925,6238
6239,hayden,d'arcy,9,griffiths street,,wollongong,3996,,03 86687172,6419690,,,,6239
6240,charlie,daniels,100,tauss place,,boronia,2770,vic,07 67878000,9990214,26,07,1937,6240
6241,rachel,permezel,1,barcoo place,,kenmore,2250,sa,,6100915,05,06,1969,6241
6242,abbie,desouza,185,herbert crescent,,taringa,3616,nsw,,8467458,22,03,1998,6242
6243,jackson,hullick,10,barron street,maralinga,korora,2015,vic,08 52702700,1129889,28,05,1945,6243
6244,allegra,bradbrook,23,pye place,moonbi island,west wyalong,6502,nsw,08 16444509,6415257,15,07,1998,6244
6245,jordan,yen,149,gudgenby close,,rochedale south,4819,qld,02 65036137,8466145,03,10,1987,6245
6246,kazuki,russell,6,fitzalan street,teraglin cvan park,ourimbah,4810,nsw,02 35728755,9897962,,,,6246
6247,paige,jaeger,10,cavenagh place,aprt 5,bundaberg,2036,sa,07 59390331,3401798,07,04,1928,6247
6248,robin,mullins,104,charnwood place,,the oaks,4304,nsw,03 02054582,5725036,07,02,1982,6248
6249,finlay,vanderley,165,springvale drive,triton units,prospect,4670,vic,07 16357868,5122025,12,06,1941,6249
6250,timothy,spaulding,0,,stavely park,rossmoyne,2066,wa,08 81841818,1906553,12,03,1946,6250
6251,tyler,schemmell,3,marcus clarke street,,woodside beach,4350,sa,08 08557714,7836874,18,10,1941,6251
6252,hannah,haydon,36,mccarthy place,flt 4 north bourne flts,tresco,3630,vic,08 14209277,4157424,03,04,1962,6252
6253,corie,said,16,marengo place,,picnic point,3003,sa,02 56619876,3085430,08,10,1937,6253
6254,,keller,38,arndell street,balmere,balgowlah,3020,nsw,04 09968475,2040758,31,03,1999,6254
6255,katherine,lowe,21,longstaff street,,berowra,3350,vic,,4239216,18,08,1993,6255
6256,isabella,boyd,62,carnegie crescent,,blackburn,3381,,04 91183793,7684595,16,01,1930,6256
6257,amaya,szauer,3,wakool circuit,st francis hostel,meadowbank,2560,nsw,04 46980606,4869572,01,08,1944,6257
6258,jacob,fellows,52,beasley street,,mcleans ridges,5214,sa,04 52067469,5412596,30,08,1978,6258
6259,zarlia,bielby,67,kelleway avenue,,mordialloc,3148,qld,07 66032243,8083822,16,05,1944,6259
6260,courtney,passaniti,33,yelland place,,gosnells,2226,qld,02 58922501,5219030,27,11,1966,6260
6261,kasey,curtis,85,woodburn street,,ringwood east,3028,wa,07 06928012,6063721,,,,6261
6262,erin,adnams,132,joyner place,,dungog,4207,sa,04 75852411,6869260,19,04,1938,6262
6263,benjamin,neilson,15,mcmillan crescent,,seacliff,836,qld,03 93292114,6542426,28,10,1906,6263
6264,aaron,o'sullivan,22,richards street,,como,5570,nsw,08 22346556,1101282,26,05,1926,6264
6265,chloe,warner,21,knox street,little bh,currajong,6018,qld,07 56308502,8537959,05,01,1977,6265
6266,jake,hart,2,forwood street,,lidcombe,3123,vic,07 40481853,8910771,17,08,1939,6266
6267,joshua,hartshorne,10,grover crescent,,lake grace,3051,nsw,04 87960201,7247999,06,08,1936,6267
6268,jacob,jackson,29,arkana street,,brunswick,2066,vic,08 35186035,5023297,20,02,1944,6268
6269,alyssa,kake,22,baynton street,,dubbo,4118,qld,03 79075546,5794527,20,05,1984,6269
6270,malakai,haynes,2,buntine crescent,,wattle grove,4019,nsw,08 62818558,4882711,17,04,1949,6270
6271,sophie,daly,1,burrinjuck crescent,,montville,4031,sa,03 96842603,9736212,04,04,1923,6271
6272,lachlan,hamill,56,morrison street,,mentone,2260,,,3939784,26,08,1906,6272
6273,amber,hutchison,56,mcdermott street,argyle garden vlge,tewantin,4879,nsw,03 59905608,9658033,11,06,1969,6273
